date	from	text
2024-07-20T21:32:16	Бобылев Паша	Один Дров, второй Сек)
2024-07-20T21:32:37	Леха Писаренко	Сань, тебя из дома выгнали?)
2024-07-20T21:54:13	Alexander	Не, мне по кайфу. Отдыхаю так)
2024-07-20T22:31:41	Dmitry Децина/M	Я удивляюсь, как вас так отпускают?!! Отжиматься на 8 часов, в избах ночевать!!!
2024-07-20T22:31:51	Dmitry Децина/M	Научите так жить
2024-07-20T22:35:58	Бобылев Паша	Представляю, свою бы избушку, в караканском где-нибудь)
2024-07-20T22:42:01	Dmitry Децина/M	Да все, что на отшибе, оно автоматически общим становится. Тут только на адекватность визитеров надеяться
2024-07-20T22:42:20	Dmitry Децина/M	Но вообще тема прикольная
2024-07-20T22:42:31	Dmitry Децина/M	Избу где-нибудь поставить
2024-07-21T20:17:21	Шмелёв Данил	
2024-07-22T09:22:56	Шмелёв Данил	
2024-07-22T09:36:45	Бобылев Паша	
2024-07-22T10:10:47	Бобылев Паша	Думаю, пора аккаунт в тиктоке заводить для таких забавных мотивационных видосиков)
2024-07-22T10:16:36	Шмелёв Данил	Сереге переслал?
2024-07-22T10:21:12	Бобылев Паша	Конечно, вместе с ним смотрели)
2024-07-22T10:22:11	Бобылев Паша	Кидай немного фото с терм
2024-07-22T10:22:48	Шмелёв Данил	Ролик сделаю
2024-07-22T10:22:52	Бобылев Паша	Не хотелось, чтобы вчерашний день заканчивался)
2024-07-22T10:23:12	Шмелёв Данил	
2024-07-22T10:23:12	Шмелёв Данил	
2024-07-22T10:24:26	Бобылев Паша	Как меня с двух стопок размотало(
2024-07-22T10:28:26	Шмелёв Данил	Идем обедать сегодня?
2024-07-22T10:28:51	Шмелёв Данил	Я в электроне монтировал клип про челендж, проехал свою остановку.
2024-07-22T10:29:11	Шмелёв Данил	Ехал с жд на самокате 🤪
2024-07-22T10:29:56	Alexander	))
2024-07-22T13:24:57	Шмелёв Данил	
2024-07-22T13:33:55	Бобылев Паша	Печь гаусса, супер дорогая сосна, которая сохла миллионы лет)
2024-07-22T13:39:27	Шмелёв Данил	Еще забыл снять еловую баню
2024-07-22T13:39:37	Шмелёв Данил	Придется возвращаться
2024-07-22T13:41:00	Бобылев Паша	Горячий чан для разгоряченных парней, ледяная купель, топчан из сена как Саня любит
2024-07-22T13:41:48	Бобылев Паша	Брутальная деревянная мебель, стул такой тяжелый, что сдвинуть с места как тренировка
2024-07-22T13:45:14	Шмелёв Данил	Да, там такое дерево топовое в бане
2024-07-22T13:45:17	Шмелёв Данил	Кело
2024-07-22T13:46:11	Шмелёв Данил	Вода испаряется за долю секунды
2024-07-22T13:46:17	Шмелёв Данил	Звук как из пушки
2024-07-22T13:46:36	Шмелёв Данил	Они всю ночь греют 4 тонны чугуна
2024-07-22T13:46:51	Шмелёв Данил	Топка прямиком в ад
2024-07-22T13:47:37	Шмелёв Данил	И главное никаких девушек. Совсем другая атмосфера
2024-07-22T13:47:45	Шмелёв Данил	Мужики расслаблены, довольны
2024-07-22T13:47:54	Шмелёв Данил	Все вежливые и общительные
2024-07-22T13:48:50	Dmitry Децина/M	Звучит здорово
2024-07-22T14:10:02	Бобылев Паша	Цена за безлимитное удовольствие 4500 плюс 2000 за два комплексных ресторанных сета
2024-07-22T14:11:19	Леха Писаренко	У меня 5200+2350 получилось
2024-07-22T14:14:27	Бобылев Паша	В смысле 5200? За вход?
2024-07-22T14:16:38	Бобылев Паша	А, ты халат женский брал в аренду
2024-07-22T14:20:18	Бобылев Паша	А полотенце? Неужели 700 рублей за аренду халата
2024-07-22T14:22:30	Леха Писаренко	Полотенце оплатил зачем-то ч но не брал
2024-07-22T14:22:38	Леха Писаренко	Потому что у меня своё было
2024-07-22T14:23:38	Леха Писаренко	Еще сладкий обед за 500 плюсуй
2024-07-22T14:24:02	Шмелёв Данил	4500 + 2500
2024-07-22T14:24:05	Шмелёв Данил	Норм
2024-07-22T14:24:16	Леха Писаренко	И веник)
2024-07-22T14:24:19	Леха Писаренко	3 сотки
2024-07-22T14:24:23	Бобылев Паша	Сладкое не обязательно, но если так вкусно, то можно)
2024-07-22T14:24:42	Шмелёв Данил	Веник да, надо брать и каждый нечетный час ходить на пар
2024-07-22T14:24:52	Шмелёв Данил	В следующий раз так сделаю
2024-07-22T14:25:03	Леха Писаренко	Через 2 года?)
2024-07-22T14:25:04	Бобылев Паша	Сил не хватит))
2024-07-22T14:25:08	Шмелёв Данил	В следующий раз сыр 🧀
2024-07-22T14:25:25	Шмелёв Данил	Ну почему 2 года есть отпуск и праздники
2024-07-22T14:25:32	Шмелёв Данил	4 перелета оплачивают
2024-07-22T14:25:35	Шмелёв Данил	В год
2024-07-22T14:25:49	Леха Писаренко	Ну всё, через полгода идём значит
2024-07-22T14:25:50	Шмелёв Данил	Я чаще Митьки буду прилетать
2024-07-22T14:25:56	Бобылев Паша	К новому году ждём, сходим, если сам никуда не улечу)
2024-07-22T14:26:00	Шмелёв Данил	Копим деньги :)
2024-07-22T14:26:14	Леха Писаренко	Да ему пока долетел - уже отпуск к концу подходит))
2024-07-22T14:26:46	Бобылев Паша	Недавно смотрел туда перелет, всего чуть больше 60ти тысяч
2024-07-22T14:27:05	Шмелёв Данил	Жалко только 500 р которые утром на салаты в оливке потратил, лучше бы веник
2024-07-22T14:27:13	Шмелёв Данил	Сладкий сет на 2 брать надо
2024-07-22T14:27:29	Шмелёв Данил	Обед и ужин без вариантов это топ
2024-07-22T14:28:49	Бобылев Паша	3 пересадки, 40 часов пути
2024-07-22T14:28:59	Леха Писаренко	Мне кстати не помог вчера флоатинг, я после него ещё 30 минут в камнях поспал, а дома один хрен вырубился)
2024-07-22T14:32:31	Бобылев Паша	Естественно) максимально крепкий сон после терм гарантирован
2024-07-22T14:52:50	Dmitry Децина/M	"Два варианта есть рабочих - через Стамбул (Нск- Стамбул - Тана) и через Эфиопию
(Нск- Мск- Аддис-Абеба - Тана)"
2024-07-22T14:54:50	Шмелёв Данил	Так и планировалось. Я тоже вырубился
2024-07-22T14:54:58	Бобылев Паша	Через Дубай в основном предлагают
